,Tweets,Tweets_token,rating_description_str,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized,tokenized
10,Omg...what do revolutionaries have to do to get proper food!!? This is abusive! #HASHTAG# #URL#,"['Omg...what', 'do', 'revolutionaries', 'have', 'to', 'do', 'to', 'get', 'proper', 'food!!?', 'This', 'is', 'abusive!', '#HASHTAG#', '#URL#']",Omg...what do revolutionaries have to do to get proper food!!? This is abusive! #HASHTAG# #URL#,"['omg', '...', 'what', 'do', 'revolutionaries', 'have', 'to', 'do', 'to', 'get', 'proper', 'food', '!', '!', '?', 'this', 'is', 'abusive', '!', '#', 'hashtag', '#', '#', 'url', '#']","['omg', '...', 'what', 'do', 'revolutionaries', 'have', 'to', 'do', 'to', 'get', 'proper', 'food', 'this', 'is', 'abusive', 'hashtag', 'url']","['omg', '...', 'what', 'do', 'revolutionaries', 'to', 'do', 'to', 'get', 'proper', 'food', 'this', 'abusive', 'hashtag']","[('omg', 'NN'), ('...', ':'), ('what', 'WP'), ('do', 'VB'), ('revolutionaries', 'NNS'), ('to', 'TO'), ('do', 'VB'), ('to', 'TO'), ('get', 'VB'), ('proper', 'JJ'), ('food', 'NN'), ('this', 'DT'), ('abusive', 'JJ'), ('hashtag', 'NN')]","[('omg', 'n'), ('...', 'n'), ('what', 'n'), ('do', 'v'), ('revolutionaries', 'n'), ('to', 'n'), ('do', 'v'), ('to', 'n'), ('get', 'v'), ('proper', 'a'), ('food', 'n'), ('this', 'n'), ('abusive', 'a'), ('hashtag', 'n')]","['omg', '...', 'what', 'do', 'revolutionary', 'to', 'do', 'to', 'get', 'proper', 'food', 'this', 'abusive', 'hashtag']","['Omg', '...', 'what', 'do', 'revolutionaries', 'have', 'to', 'do', 'to', 'get', 'proper', 'food', '!', '!', '?', 'This', 'is', 'abusive', '!', '#', 'HASHTAG', '#', '#', 'URL', '#']"
11,Civility and decency with honour and integrity is back!!! #URL#,"['Civility', 'and', 'decency', 'with', 'honour', 'and', 'integrity', 'is', 'back!!!', '#URL#']",Civility and decency with honour and integrity is back!!! #URL#,"['civility', 'and', 'decency', 'with', 'honour', 'and', 'integrity', 'is', 'back', '!', '!', '!', '#', 'url', '#']","['civility', 'and', 'decency', 'with', 'honour', 'and', 'integrity', 'is', 'back', 'url']","['civility', 'and', 'decency', 'with', 'honour', 'and', 'integrity', 'back']","[('civility', 'NN'), ('and', 'CC'), ('decency', 'NN'), ('with', 'IN'), ('honour', 'NN'), ('and', 'CC'), ('integrity', 'NN'), ('back', 'RB')]","[('civility', 'n'), ('and', 'n'), ('decency', 'n'), ('with', 'n'), ('honour', 'n'), ('and', 'n'), ('integrity', 'n'), ('back', 'r')]","['civility', 'and', 'decency', 'with', 'honour', 'and', 'integrity', 'back']","['Civility', 'and', 'decency', 'with', 'honour', 'and', 'integrity', 'is', 'back', '!', '!', '!', '#', 'URL', '#']"
12,"That’s a very frightening thought, because it leads to anti democratic corrupt government! #HASHTAG# #HASHTAG# #HASHTAG# #URL#","['That is', 'a', 'very', 'frightening', 'thought,', 'because', 'it', 'leads', 'to', 'anti', 'democratic', 'corrupt', 'government!', '#HASHTAG#', '#HASHTAG#', '#HASHTAG#', '#URL#']","That is a very frightening thought, because it leads to anti democratic corrupt government! #HASHTAG# #HASHTAG# #HASHTAG# #URL#","['that', 'is', 'a', 'very', 'frightening', 'thought', ',', 'because', 'it', 'leads', 'to', 'anti', 'democratic', 'corrupt', 'government', '!', '#', 'hashtag', '#', '#', 'hashtag', '#', '#', 'hashtag', '#', '#', 'url', '#']","['that', 'is', 'a', 'very', 'frightening', 'thought', 'because', 'it', 'leads', 'to', 'anti', 'democratic', 'corrupt', 'government', 'hashtag', 'hashtag', 'hashtag', 'url']","['that', 'very', 'frightening', 'thought', 'because', 'leads', 'to', 'anti', 'democratic', 'corrupt', 'government', 'hashtag', 'hashtag', 'hashtag']","[('that', 'DT'), ('very', 'RB'), ('frightening', 'JJ'), ('thought', 'NN'), ('because', 'IN'), ('leads', 'VBZ'), ('to', 'TO'), ('anti', 'VB'), ('democratic', 'JJ'), ('corrupt', 'JJ'), ('government', 'NN'), ('hashtag', 'NN'), ('hashtag', 'NN'), ('hashtag', 'NN')]","[('that', 'n'), ('very', 'r'), ('frightening', 'a'), ('thought', 'n'), ('because', 'n'), ('leads', 'v'), ('to', 'n'), ('anti', 'v'), ('democratic', 'a'), ('corrupt', 'a'), ('government', 'n'), ('hashtag', 'n'), ('hashtag', 'n'), ('hashtag', 'n')]","['that', 'very', 'frightening', 'thought', 'because', 'lead', 'to', 'anti', 'democratic', 'corrupt', 'government', 'hashtag', 'hashtag', 'hashtag']","['That', 'is', 'a', 'very', 'frightening', 'thought', ',', 'because', 'it', 'leads', 'to', 'anti', 'democratic', 'corrupt', 'government', '!', '#', 'HASHTAG', '#', '#', 'HASHTAG', '#', '#', 'HASHTAG', '#', '#', 'URL', '#']"
13,#USER# #USER# I hope they live out the rest of their lives looking over their shoulder! #HASHTAG# #HASHTAG#,"['#USER#', '#USER#', 'I', 'hope', 'they', 'live', 'out', 'the', 'rest', 'of', 'their', 'lives', 'looking', 'over', 'their', 'shoulder!', '#HASHTAG#', '#HASHTAG#']",#USER# #USER# I hope they live out the rest of their lives looking over their shoulder! #HASHTAG# #HASHTAG#,"['#', 'user', '#', '#', 'user', '#', 'i', 'hope', 'they', 'live', 'out', 'the', 'rest', 'of', 'their', 'lives', 'looking', 'over', 'their', 'shoulder', '!', '#', 'hashtag', '#', '#', 'hashtag', '#']","['user', 'user', 'i', 'hope', 'they', 'live', 'out', 'the', 'rest', 'of', 'their', 'lives', 'looking', 'over', 'their', 'shoulder', 'hashtag', 'hashtag']","['i', 'hope', 'they', 'live', 'out', 'rest', 'their', 'lives', 'looking', 'over', 'their', 'shoulder', 'hashtag', 'hashtag']","[('i', 'NNS'), ('hope', 'VBP'), ('they', 'PRP'), ('live', 'VBP'), ('out', 'RP'), ('rest', 'VBP'), ('their', 'PRP$'), ('lives', 'NNS'), ('looking', 'VBG'), ('over', 'IN'), ('their', 'PRP$'), ('shoulder', 'NN'), ('hashtag', 'NN'), ('hashtag', 'NN')]","[('i', 'n'), ('hope', 'v'), ('they', 'n'), ('live', 'v'), ('out', 'r'), ('rest', 'v'), ('their', 'n'), ('lives', 'n'), ('looking', 'v'), ('over', 'n'), ('their', 'n'), ('shoulder', 'n'), ('hashtag', 'n'), ('hashtag', 'n')]","['i', 'hope', 'they', 'live', 'out', 'rest', 'their', 'life', 'look', 'over', 'their', 'shoulder', 'hashtag', 'hashtag']","['#', 'USER', '#', '#', 'USER', '#', 'I', 'hope', 'they', 'live', 'out', 'the', 'rest', 'of', 'their', 'lives', 'looking', 'over', 'their', 'shoulder', '!', '#', 'HASHTAG', '#', '#', 'HASHTAG', '#']"
14,#USER# They're still waiting for the 12th of never!!,"['#USER#', 'They are', 'still', 'waiting', 'for', 'the', '12th', 'of', 'never!!']",#USER# They are still waiting for the 12th of never!!,"['#', 'user', '#', 'they', 'are', 'still', 'waiting', 'for', 'the', '12th', 'of', 'never', '!', '!']","['user', 'they', 'are', 'still', 'waiting', 'for', 'the', '12th', 'of', 'never']","['they', 'are', 'still', 'waiting', '12th', 'never']","[('they', 'PRP'), ('are', 'VBP'), ('still', 'RB'), ('waiting', 'VBG'), ('12th', 'CD'), ('never', 'RB')]","[('they', 'n'), ('are', 'v'), ('still', 'r'), ('waiting', 'v'), ('12th', 'n'), ('never', 'r')]","['they', 'be', 'still', 'wait', '12th', 'never']","['#', 'USER', '#', 'They', 'are', 'still', 'waiting', 'for', 'the', '12th', 'of', 'never', '!', '!']"
15,#USER# THE MESSAGE IS LOUD AND CLEAR! GQP Does not believe we are all created equal! #HASHTAG# #HASHTAG#,"['#USER#', 'THE', 'MESSAGE', 'IS', 'LOUD', 'AND', 'CLEAR!', 'GQP', 'Does', 'not', 'believe', 'we', 'are', 'all', 'created', 'equal!', '#HASHTAG#', '#HASHTAG#']",#USER# THE MESSAGE IS LOUD AND CLEAR! GQP Does not believe we are all created equal! #HASHTAG# #HASHTAG#,"['#', 'user', '#', 'the', 'message', 'is', 'loud', 'and', 'clear', '!', 'gqp', 'does', 'not', 'believe', 'we', 'are', 'all', 'created', 'equal', '!', '#', 'hashtag', '#', '#', 'hashtag', '#']","['user', 'the', 'message', 'is', 'loud', 'and', 'clear', 'gqp', 'does', 'not', 'believe', 'we', 'are', 'all', 'created', 'equal', 'hashtag', 'hashtag']","['message', 'loud', 'and', 'clear', 'gqp', 'does', 'not', 'believe', 'we', 'are', 'all', 'created', 'equal', 'hashtag', 'hashtag']","[('message', 'NN'), ('loud', 'NN'), ('and', 'CC'), ('clear', 'JJ'), ('gqp', 'NN'), ('does', 'VBZ'), ('not', 'RB'), ('believe', 'VB'), ('we', 'PRP'), ('are', 'VBP'), ('all', 'DT'), ('created', 'VBN'), ('equal', 'JJ'), ('hashtag', 'NN'), ('hashtag', 'NN')]","[('message', 'n'), ('loud', 'n'), ('and', 'n'), ('clear', 'a'), ('gqp', 'n'), ('does', 'v'), ('not', 'r'), ('believe', 'v'), ('we', 'n'), ('are', 'v'), ('all', 'n'), ('created', 'v'), ('equal', 'a'), ('hashtag', 'n'), ('hashtag', 'n')]","['message', 'loud', 'and', 'clear', 'gqp', 'do', 'not', 'believe', 'we', 'be', 'all', 'create', 'equal', 'hashtag', 'hashtag']","['#', 'USER', '#', 'THE', 'MESSAGE', 'IS', 'LOUD', 'AND', 'CLEAR', '!', 'GQP', 'Does', 'not', 'believe', 'we', 'are', 'all', 'created', 'equal', '!', '#', 'HASHTAG', '#', '#', 'HASHTAG', '#']"
16,#USER# Sad to see the end of the GOP party.,"['#USER#', 'Sad', 'to', 'see', 'the', 'end', 'of', 'the', 'GOP', 'party.']",#USER# Sad to see the end of the GOP party.,"['#', 'user', '#', 'sad', 'to', 'see', 'the', 'end', 'of', 'the', 'gop', 'party', '.']","['user', 'sad', 'to', 'see', 'the', 'end', 'of', 'the', 'gop', 'party']","['sad', 'to', 'see', 'end', 'gop', 'party']","[('sad', 'NN'), ('to', 'TO'), ('see', 'VB'), ('end', 'JJ'), ('gop', 'NN'), ('party', 'NN')]","[('sad', 'n'), ('to', 'n'), ('see', 'v'), ('end', 'a'), ('gop', 'n'), ('party', 'n')]","['sad', 'to', 'see', 'end', 'gop', 'party']","['#', 'USER', '#', 'Sad', 'to', 'see', 'the', 'end', 'of', 'the', 'GOP', 'party', '.']"
17,#USER# #USER# #USER# I’m sure judge Amy Coney Barrett will approve of his manly ways! A woman must be subordinate to her spouse! #HASHTAG#,"['#USER#', '#USER#', '#USER#', 'I am', 'sure', 'judge', 'Amy', 'Coney', 'Barrett', 'will', 'approve', 'of', 'his', 'manly', 'ways!', 'A', 'woman', 'must', 'be', 'subordinate', 'to', 'her', 'spouse!', '#HASHTAG#']",#USER# #USER# #USER# I am sure judge Amy Coney Barrett will approve of his manly ways! A woman must be subordinate to her spouse! #HASHTAG#,"['#', 'user', '#', '#', 'user', '#', '#', 'user', '#', 'i', 'am', 'sure', 'judge', 'amy', 'coney', 'barrett', 'will', 'approve', 'of', 'his', 'manly', 'ways', '!', 'a', 'woman', 'must', 'be', 'subordinate', 'to', 'her', 'spouse', '!', '#', 'hashtag', '#']","['user', 'user', 'user', 'i', 'am', 'sure', 'judge', 'amy', 'coney', 'barrett', 'will', 'approve', 'of', 'his', 'manly', 'ways', 'a', 'woman', 'must', 'be', 'subordinate', 'to', 'her', 'spouse', 'hashtag']","['i', 'am', 'sure', 'judge', 'amy', 'coney', 'barrett', 'will', 'approve', 'his', 'manly', 'ways', 'woman', 'must', 'be', 'subordinate', 'to', 'her', 'spouse', 'hashtag']","[('i', 'NN'), ('am', 'VBP'), ('sure', 'JJ'), ('judge', 'NN'), ('amy', 'NN'), ('coney', 'NN'), ('barrett', 'NN'), ('will', 'MD'), ('approve', 'VB'), ('his', 'PRP$'), ('manly', 'JJ'), ('ways', 'NNS'), ('woman', 'NN'), ('must', 'MD'), ('be', 'VB'), ('subordinate', 'JJ'), ('to', 'TO'), ('her', 'PRP$'), ('spouse', 'NN'), ('hashtag', 'NN')]","[('i', 'n'), ('am', 'v'), ('sure', 'a'), ('judge', 'n'), ('amy', 'n'), ('coney', 'n'), ('barrett', 'n'), ('will', 'n'), ('approve', 'v'), ('his', 'n'), ('manly', 'a'), ('ways', 'n'), ('woman', 'n'), ('must', 'n'), ('be', 'v'), ('subordinate', 'a'), ('to', 'n'), ('her', 'n'), ('spouse', 'n'), ('hashtag', 'n')]","['i', 'be', 'sure', 'judge', 'amy', 'coney', 'barrett', 'will', 'approve', 'his', 'manly', 'way', 'woman', 'must', 'be', 'subordinate', 'to', 'her', 'spouse', 'hashtag']","['#', 'USER', '#', '#', 'USER', '#', '#', 'USER', '#', 'I', 'am', 'sure', 'judge', 'Amy', 'Coney', 'Barrett', 'will', 'approve', 'of', 'his', 'manly', 'ways', '!', 'A', 'woman', 'must', 'be', 'subordinate', 'to', 'her', 'spouse', '!', '#', 'HASHTAG', '#']"
18,"Geez,  is this the face you want for a president? I guess it matches his brain! #URL#","['Geez,', 'is', 'this', 'the', 'face', 'you', 'want', 'for', 'a', 'president?', 'I', 'guess', 'it', 'matches', 'his', 'brain!', '#URL#']","Geez, is this the face you want for a president? I guess it matches his brain! #URL#","['geez', ',', 'is', 'this', 'the', 'face', 'you', 'want', 'for', 'a', 'president', '?', 'i', 'guess', 'it', 'matches', 'his', 'brain', '!', '#', 'url', '#']","['geez', 'is', 'this', 'the', 'face', 'you', 'want', 'for', 'a', 'president', 'i', 'guess', 'it', 'matches', 'his', 'brain', 'url']","['geez', 'this', 'face', 'you', 'want', 'president', 'i', 'guess', 'matches', 'his', 'brain']","[('geez', 'NN'), ('this', 'DT'), ('face', 'NN'), ('you', 'PRP'), ('want', 'VBP'), ('president', 'NN'), ('i', 'NN'), ('guess', 'NN'), ('matches', 'NNS'), ('his', 'PRP$'), ('brain', 'NN')]","[('geez', 'n'), ('this', 'n'), ('face', 'n'), ('you', 'n'), ('want', 'v'), ('president', 'n'), ('i', 'n'), ('guess', 'n'), ('matches', 'n'), ('his', 'n'), ('brain', 'n')]","['geez', 'this', 'face', 'you', 'want', 'president', 'i', 'guess', 'match', 'his', 'brain']","['Geez', ',', 'is', 'this', 'the', 'face', 'you', 'want', 'for', 'a', 'president', '?', 'I', 'guess', 'it', 'matches', 'his', 'brain', '!', '#', 'URL', '#']"
19,These are the same people who vote by rote in any election because that's what was programmed from previous generations! Non thinking individuals! Hence they dont wear masks! #URL#,"['These', 'are', 'the', 'same', 'people', 'who', 'vote', 'by', 'rote', 'in', 'any', 'election', 'because', 'that is', 'what', 'was', 'programmed', 'from', 'previous', 'generations!', 'Non', 'thinking', 'individuals!', 'Hence', 'they', 'do not', 'wear', 'masks!', '#URL#']",These are the same people who vote by rote in any election because that is what was programmed from previous generations! Non thinking individuals! Hence they do not wear masks! #URL#,"['these', 'are', 'the', 'same', 'people', 'who', 'vote', 'by', 'rote', 'in', 'any', 'election', 'because', 'that', 'is', 'what', 'was', 'programmed', 'from', 'previous', 'generations', '!', 'non', 'thinking', 'individuals', '!', 'hence', 'they', 'do', 'not', 'wear', 'masks', '!', '#', 'url', '#']","['these', 'are', 'the', 'same', 'people', 'who', 'vote', 'by', 'rote', 'in', 'any', 'election', 'because', 'that', 'is', 'what', 'was', 'programmed', 'from', 'previous', 'generations', 'non', 'thinking', 'individuals', 'hence', 'they', 'do', 'not', 'wear', 'masks', 'url']","['these', 'are', 'same', 'people', 'who', 'vote', 'by', 'rote', 'in', 'any', 'election', 'because', 'that', 'what', 'was', 'programmed', 'from', 'previous', 'generations', 'non', 'thinking', 'individuals', 'hence', 'they', 'do', 'not', 'wear', 'masks']","[('these', 'DT'), ('are', 'VBP'), ('same', 'JJ'), ('people', 'NNS'), ('who', 'WP'), ('vote', 'VBP'), ('by', 'IN'), ('rote', 'NN'), ('in', 'IN'), ('any', 'DT'), ('election', 'NN'), ('because', 'IN'), ('that', 'DT'), ('what', 'WP'), ('was', 'VBD'), ('programmed', 'VBN'), ('from', 'IN'), ('previous', 'JJ'), ('generations', 'NNS'), ('non', 'IN'), ('thinking', 'VBG'), ('individuals', 'NNS'), ('hence', 'NN'), ('they', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('wear', 'VB'), ('masks', 'NNS')]","[('these', 'n'), ('are', 'v'), ('same', 'a'), ('people', 'n'), ('who', 'n'), ('vote', 'v'), ('by', 'n'), ('rote', 'n'), ('in', 'n'), ('any', 'n'), ('election', 'n'), ('because', 'n'), ('that', 'n'), ('what', 'n'), ('was', 'v'), ('programmed', 'v'), ('from', 'n'), ('previous', 'a'), ('generations', 'n'), ('non', 'n'), ('thinking', 'v'), ('individuals', 'n'), ('hence', 'n'), ('they', 'n'), ('do', 'v'), ('not', 'r'), ('wear', 'v'), ('masks', 'n')]","['these', 'be', 'same', 'people', 'who', 'vote', 'by', 'rote', 'in', 'any', 'election', 'because', 'that', 'what', 'be', 'program', 'from', 'previous', 'generation', 'non', 'think', 'individual', 'hence', 'they', 'do', 'not', 'wear', 'mask']","['These', 'are', 'the', 'same', 'people', 'who', 'vote', 'by', 'rote', 'in', 'any', 'election', 'because', 'that', 'is', 'what', 'was', 'programmed', 'from', 'previous', 'generations', '!', 'Non', 'thinking', 'individuals', '!', 'Hence', 'they', 'do', 'not', 'wear', 'masks', '!', '#', 'URL', '#']"
20,Good for him!! He's 78 years old! He deserves it. #URL#,"['Good', 'for', 'him!!', 'He is', '78', 'years', 'old!', 'He', 'deserves', 'it.', '#URL#']",Good for him!! He is 78 years old! He deserves it. #URL#,"['good', 'for', 'him', '!', '!', 'he', 'is', '78', 'years', 'old', '!', 'he', 'deserves', 'it', '.', '#', 'url', '#']","['good', 'for', 'him', 'he', 'is', '78', 'years', 'old', 'he', 'deserves', 'it', 'url']","['good', 'him', 'he', '78', 'years', 'old', 'he', 'deserves']","[('good', 'JJ'), ('him', 'PRP'), ('he', 'PRP'), ('78', 'CD'), ('years', 'NNS'), ('old', 'JJ'), ('he', 'PRP'), ('deserves', 'VBZ')]","[('good', 'a'), ('him', 'n'), ('he', 'n'), ('78', 'n'), ('years', 'n'), ('old', 'a'), ('he', 'n'), ('deserves', 'v')]","['good', 'him', 'he', '78', 'year', 'old', 'he', 'deserve']","['Good', 'for', 'him', '!', '!', 'He', 'is', '78', 'years', 'old', '!', 'He', 'deserves', 'it', '.', '#', 'URL', '#']"
21,#USER# Yes...come out of the dark ages. This is 2021 not 1901.,"['#USER#', 'Yes...come', 'out', 'of', 'the', 'dark', 'ages.', 'This', 'is', '2021', 'not', '1901.']",#USER# Yes...come out of the dark ages. This is 2021 not 1901.,"['#', 'user', '#', 'yes', '...', 'come', 'out', 'of', 'the', 'dark', 'ages', '.', 'this', 'is', '2021', 'not', '1901', '.']","['user', 'yes', '...', 'come', 'out', 'of', 'the', 'dark', 'ages', 'this', 'is', '2021', 'not', '1901']","['yes', '...', 'come', 'out', 'dark', 'ages', 'this', '2021', 'not', '1901']","[('yes', 'NNS'), ('...', ':'), ('come', 'VBN'), ('out', 'RP'), ('dark', 'JJ'), ('ages', 'NNS'), ('this', 'DT'), ('2021', 'CD'), ('not', 'RB'), ('1901', 'CD')]","[('yes', 'n'), ('...', 'n'), ('come', 'v'), ('out', 'r'), ('dark', 'a'), ('ages', 'n'), ('this', 'n'), ('2021', 'n'), ('not', 'r'), ('1901', 'n')]","['yes', '...', 'come', 'out', 'dark', 'age', 'this', '2021', 'not', '1901']","['#', 'USER', '#', 'Yes', '...', 'come', 'out', 'of', 'the', 'dark', 'ages', '.', 'This', 'is', '2021', 'not', '1901', '.']"
22,#USER# They have 60 seconds of full on combat before they retreat to catch their breath. Lol pathetic and stupid .,"['#USER#', 'They', 'have', '60', 'seconds', 'of', 'full', 'on', 'combat', 'before', 'they', 'retreat', 'to', 'catch', 'their', 'breath.', 'Lol', 'pathetic', 'and', 'stupid', '.']",#USER# They have 60 seconds of full on combat before they retreat to catch their breath. Lol pathetic and stupid .,"['#', 'user', '#', 'they', 'have', '60', 'seconds', 'of', 'full', 'on', 'combat', 'before', 'they', 'retreat', 'to', 'catch', 'their', 'breath', '.', 'lol', 'pathetic', 'and', 'stupid', '.']","['user', 'they', 'have', '60', 'seconds', 'of', 'full', 'on', 'combat', 'before', 'they', 'retreat', 'to', 'catch', 'their', 'breath', 'lol', 'pathetic', 'and', 'stupid']","['they', '60', 'seconds', 'full', 'on', 'combat', 'before', 'they', 'retreat', 'to', 'catch', 'their', 'breath', 'lol', 'pathetic', 'and', 'stupid']","[('they', 'PRP'), ('60', 'CD'), ('seconds', 'NNS'), ('full', 'JJ'), ('on', 'IN'), ('combat', 'NN'), ('before', 'IN'), ('they', 'PRP'), ('retreat', 'VBP'), ('to', 'TO'), ('catch', 'VB'), ('their', 'PRP$'), ('breath', 'NN'), ('lol', 'NN'), ('pathetic', 'JJ'), ('and', 'CC'), ('stupid', 'JJ')]","[('they', 'n'), ('60', 'n'), ('seconds', 'n'), ('full', 'a'), ('on', 'n'), ('combat', 'n'), ('before', 'n'), ('they', 'n'), ('retreat', 'v'), ('to', 'n'), ('catch', 'v'), ('their', 'n'), ('breath', 'n'), ('lol', 'n'), ('pathetic', 'a'), ('and', 'n'), ('stupid', 'a')]","['they', '60', 'second', 'full', 'on', 'combat', 'before', 'they', 'retreat', 'to', 'catch', 'their', 'breath', 'lol', 'pathetic', 'and', 'stupid']","['#', 'USER', '#', 'They', 'have', '60', 'seconds', 'of', 'full', 'on', 'combat', 'before', 'they', 'retreat', 'to', 'catch', 'their', 'breath', '.', 'Lol', 'pathetic', 'and', 'stupid', '.']"
23,#USER# Melting away…inch by inch…and soon poof…GONE! #URL#,"['#USER#', 'Melting', 'away…inch', 'by', 'inch…and', 'soon', 'poof…GONE!', '#URL#']",#USER# Melting away…inch by inch…and soon poof…GONE! #URL#,"['#', 'user', '#', 'melting', 'away…inch', 'by', 'inch…and', 'soon', 'poof…gone', '!', '#', 'url', '#']","['user', 'melting', 'away…inch', 'by', 'inch…and', 'soon', 'poof…gone', 'url']","['melting', 'away…inch', 'by', 'inch…and', 'soon', 'poof…gone']","[('melting', 'VBG'), ('away…inch', 'NN'), ('by', 'IN'), ('inch…and', 'NN'), ('soon', 'RB'), ('poof…gone', 'NN')]","[('melting', 'v'), ('away…inch', 'n'), ('by', 'n'), ('inch…and', 'n'), ('soon', 'r'), ('poof…gone', 'n')]","['melt', 'away…inch', 'by', 'inch…and', 'soon', 'poof…gone']","['#', 'USER', '#', 'Melting', 'away…inch', 'by', 'inch…and', 'soon', 'poof…GONE', '!', '#', 'URL', '#']"
24,"#USER# #USER# Is there an uninhabited island available where we can ship all these deranged morons, so that we can never hear from them again? There’s just too many in this country! #HASHTAG#","['#USER#', '#USER#', 'Is', 'there', 'an', 'uninhabited', 'island', 'available', 'where', 'we', 'can', 'ship', 'all', 'these', 'deranged', 'morons,', 'so', 'that', 'we', 'can', 'never', 'hear', 'from', 'them', 'again?', 'There is', 'just', 'too', 'many', 'in', 'this', 'country!', '#HASHTAG#']","#USER# #USER# Is there an uninhabited island available where we can ship all these deranged morons, so that we can never hear from them again? There is just too many in this country! #HASHTAG#","['#', 'user', '#', '#', 'user', '#', 'is', 'there', 'an', 'uninhabited', 'island', 'available', 'where', 'we', 'can', 'ship', 'all', 'these', 'deranged', 'morons', ',', 'so', 'that', 'we', 'can', 'never', 'hear', 'from', 'them', 'again', '?', 'there', 'is', 'just', 'too', 'many', 'in', 'this', 'country', '!', '#', 'hashtag', '#']","['user', 'user', 'is', 'there', 'an', 'uninhabited', 'island', 'available', 'where', 'we', 'can', 'ship', 'all', 'these', 'deranged', 'morons', 'so', 'that', 'we', 'can', 'never', 'hear', 'from', 'them', 'again', 'there', 'is', 'just', 'too', 'many', 'in', 'this', 'country', 'hashtag']","['there', 'uninhabited', 'island', 'available', 'where', 'we', 'can', 'ship', 'all', 'these', 'deranged', 'morons', 'so', 'that', 'we', 'can', 'never', 'hear', 'from', 'them', 'again', 'there', 'just', 'too', 'many', 'in', 'this', 'country', 'hashtag']","[('there', 'RB'), ('uninhabited', 'JJ'), ('island', 'NN'), ('available', 'JJ'), ('where', 'WRB'), ('we', 'PRP'), ('can', 'MD'), ('ship', 'VB'), ('all', 'DT'), ('these', 'DT'), ('deranged', 'VBN'), ('morons', 'NNS'), ('so', 'IN'), ('that', 'IN'), ('we', 'PRP'), ('can', 'MD'), ('never', 'RB'), ('hear', 'VB'), ('from', 'IN'), ('them', 'PRP'), ('again', 'RB'), ('there', 'RB'), ('just', 'RB'), ('too', 'RB'), ('many', 'JJ'), ('in', 'IN'), ('this', 'DT'), ('country', 'NN'), ('hashtag', 'NN')]","[('there', 'r'), ('uninhabited', 'a'), ('island', 'n'), ('available', 'a'), ('where', 'n'), ('we', 'n'), ('can', 'n'), ('ship', 'v'), ('all', 'n'), ('these', 'n'), ('deranged', 'v'), ('morons', 'n'), ('so', 'n'), ('that', 'n'), ('we', 'n'), ('can', 'n'), ('never', 'r'), ('hear', 'v'), ('from', 'n'), ('them', 'n'), ('again', 'r'), ('there', 'r'), ('just', 'r'), ('too', 'r'), ('many', 'a'), ('in', 'n'), ('this', 'n'), ('country', 'n'), ('hashtag', 'n')]","['there', 'uninhabited', 'island', 'available', 'where', 'we', 'can', 'ship', 'all', 'these', 'derange', 'moron', 'so', 'that', 'we', 'can', 'never', 'hear', 'from', 'them', 'again', 'there', 'just', 'too', 'many', 'in', 'this', 'country', 'hashtag']","['#', 'USER', '#', '#', 'USER', '#', 'Is', 'there', 'an', 'uninhabited', 'island', 'available', 'where', 'we', 'can', 'ship', 'all', 'these', 'deranged', 'morons', ',', 'so', 'that', 'we', 'can', 'never', 'hear', 'from', 'them', 'again', '?', 'There', 'is', 'just', 'too', 'many', 'in', 'this', 'country', '!', '#', 'HASHTAG', '#']"
